epoch,train_loss,val_loss,lr,elapsed_sec
1,4.157144,,2.6667e-04,210.85
2,3.004827,,4.0000e-04,209.58
3,2.841842,,4.0000e-04,193.66
4,2.708939,,3.9796e-04,195.2
5,2.602079,2.328841,3.9190e-04,194.12
6,2.514962,,3.8193e-04,209.62
7,2.442633,,3.6825e-04,202.2
8,2.379721,,3.5115e-04,205.06
9,2.322901,,3.3097e-04,199.44
10,2.27036,1.942108,3.0813e-04,195.23
11,2.221223,,2.8308e-04,208.12
12,2.175164,,2.5635e-04,196.28
13,2.131816,,2.2846e-04,195.8
14,2.094601,,2.0000e-04,194.01
15,2.058486,1.887072,1.7154e-04,190.57
16,2.022007,,1.4365e-04,208.34
17,1.988574,,1.1692e-04,191.52
18,1.961788,,9.1872e-05,190.3
19,1.937353,,6.9028e-05,194.59
20,1.918185,1.810108,4.8850e-05,190.11
21,1.900596,,3.1749e-05,207.73
22,1.89302,,1.8074e-05,193.15
23,1.886299,,8.1014e-06,193.24
24,1.878982,,2.0357e-06,191.81
25,1.877404,1.806966,0.0000e+00,189.96
